city,year,total_traffic_accidents,city_code,city_latitude,city_longitude
Japonvar,2017,2,1744,-15.989139,-44.275829
Japonvar,2019,2,1744,-15.989139,-44.275829
Japonvar,2020,3,1744,-15.989139,-44.275829
Japonvar,2021,1,1744,-15.989139,-44.275829
Japonvar,2023,1,1744,-15.989139,-44.275829
Jaíba,2010,6,1739,-15.343224,-43.668802
Jaíba,2011,9,1739,-15.343224,-43.668802
Jaíba,2012,12,1739,-15.343224,-43.668802
Jaíba,2013,5,1739,-15.343224,-43.668802
Jaíba,2014,9,1739,-15.343224,-43.668802
Jaíba,2015,10,1739,-15.343224,-43.668802
Jaíba,2016,4,1739,-15.343224,-43.668802
Jaíba,2017,3,1739,-15.343224,-43.668802
Jaíba,2018,5,1739,-15.343224,-43.668802
Jaíba,2019,4,1739,-15.343224,-43.668802
Jaíba,2020,2,1739,-15.343224,-43.668802
Jaíba,2021,3,1739,-15.343224,-43.668802
Jaíba,2022,9,1739,-15.343224,-43.668802
Jaíba,2023,5,1739,-15.343224,-43.668802
Jaíba,2024,1,1739,-15.343224,-43.668802
Jeceaba,2010,1,1745,-20.533852,-43.989394
Jeceaba,2012,1,1745,-20.533852,-43.989394
Jeceaba,2014,1,1745,-20.533852,-43.989394
Jeceaba,2015,1,1745,-20.533852,-43.989394
Jeceaba,2018,2,1745,-20.533852,-43.989394
Jeceaba,2019,2,1745,-20.533852,-43.989394
Jeceaba,2020,1,1745,-20.533852,-43.989394
Jeceaba,2021,1,1745,-20.533852,-43.989394
Jeceaba,2022,2,1745,-20.533852,-43.989394
Jeceaba,2023,3,1745,-20.533852,-43.989394
Jenipapo de Minas,2015,1,1746,-17.083129,-42.258934
Jenipapo de Minas,2018,1,1746,-17.083129,-42.258934
Jenipapo de Minas,2019,1,1746,-17.083129,-42.258934
Jenipapo de Minas,2020,1,1746,-17.083129,-42.258934
Jenipapo de Minas,2022,1,1746,-17.083129,-42.258934
Jequeri,2010,1,1747,-20.454229,-42.665064
Jequeri,2013,1,1747,-20.454229,-42.665064
Jequeri,2016,1,1747,-20.454229,-42.665064
Jequeri,2017,1,1747,-20.454229,-42.665064
Jequeri,2018,1,1747,-20.454229,-42.665064
Jequeri,2019,1,1747,-20.454229,-42.665064
Jequeri,2020,1,1747,-20.454229,-42.665064
Jequitaí,2010,6,1748,-17.229025,-44.437588
Jequitaí,2011,5,1748,-17.229025,-44.437588
Jequitaí,2012,5,1748,-17.229025,-44.437588
Jequitaí,2013,8,1748,-17.229025,-44.437588
Jequitaí,2014,2,1748,-17.229025,-44.437588
Jequitaí,2015,4,1748,-17.229025,-44.437588
Jequitaí,2016,3,1748,-17.229025,-44.437588
Jequitaí,2017,1,1748,-17.229025,-44.437588
Jequitaí,2018,1,1748,-17.229025,-44.437588
Jequitaí,2019,3,1748,-17.229025,-44.437588
Jequitaí,2020,7,1748,-17.229025,-44.437588
Jequitaí,2021,3,1748,-17.229025,-44.437588
Jequitaí,2022,3,1748,-17.229025,-44.437588
Jequitaí,2023,3,1748,-17.229025,-44.437588
Jequitibá,2010,1,1749,-19.234491,-44.0304
Jequitibá,2011,2,1749,-19.234491,-44.0304
Jequitibá,2013,3,1749,-19.234491,-44.0304
Jequitibá,2014,1,1749,-19.234491,-44.0304
Jequitibá,2015,6,1749,-19.234491,-44.0304
Jequitibá,2016,1,1749,-19.234491,-44.0304
Jequitibá,2018,1,1749,-19.234491,-44.0304
Jequitibá,2019,2,1749,-19.234491,-44.0304
Jequitibá,2020,1,1749,-19.234491,-44.0304
Jequitibá,2022,1,1749,-19.234491,-44.0304
Jequitinhonha,2011,2,1750,-16.437482,-41.011717
Jequitinhonha,2012,7,1750,-16.437482,-41.011717
Jequitinhonha,2013,13,1750,-16.437482,-41.011717
Jequitinhonha,2014,6,1750,-16.437482,-41.011717
Jequitinhonha,2015,4,1750,-16.437482,-41.011717
Jequitinhonha,2016,5,1750,-16.437482,-41.011717
Jequitinhonha,2017,3,1750,-16.437482,-41.011717
Jequitinhonha,2018,5,1750,-16.437482,-41.011717
Jequitinhonha,2019,5,1750,-16.437482,-41.011717
Jequitinhonha,2020,3,1750,-16.437482,-41.011717
Jequitinhonha,2021,2,1750,-16.437482,-41.011717
Jequitinhonha,2022,4,1750,-16.437482,-41.011717
Jesuânia,2010,1,1751,-21.988655,-45.291122
Jesuânia,2011,1,1751,-21.988655,-45.291122
Jesuânia,2014,2,1751,-21.988655,-45.291122
Jesuânia,2015,1,1751,-21.988655,-45.291122
Jesuânia,2017,1,1751,-21.988655,-45.291122
Jesuânia,2019,1,1751,-21.988655,-45.291122
Jesuânia,2022,1,1751,-21.988655,-45.291122
Jesuânia,2023,1,1751,-21.988655,-45.291122
Joanésia,2012,1,1753,-19.172897,-42.677481
Joanésia,2014,2,1753,-19.172897,-42.677481
Joanésia,2015,1,1753,-19.172897,-42.677481
Joanésia,2017,1,1753,-19.172897,-42.677481
Joanésia,2021,1,1753,-19.172897,-42.677481
Joaquim Felício,2010,9,1756,-17.758022,-44.164274
Joaquim Felício,2011,11,1756,-17.758022,-44.164274
Joaquim Felício,2012,3,1756,-17.758022,-44.164274
Joaquim Felício,2013,4,1756,-17.758022,-44.164274
Joaquim Felício,2014,9,1756,-17.758022,-44.164274
Joaquim Felício,2015,7,1756,-17.758022,-44.164274
Joaquim Felício,2016,5,1756,-17.758022,-44.164274
Joaquim Felício,2017,5,1756,-17.758022,-44.164274
Joaquim Felício,2018,4,1756,-17.758022,-44.164274
Joaquim Felício,2019,2,1756,-17.758022,-44.164274
Joaquim Felício,2020,5,1756,-17.758022,-44.164274
Joaquim Felício,2021,13,1756,-17.758022,-44.164274
Joaquim Felício,2022,1,1756,-17.758022,-44.164274
Joaíma,2011,1,1752,-16.652189,-41.022873
Joaíma,2012,1,1752,-16.652189,-41.022873
Joaíma,2013,3,1752,-16.652189,-41.022873
Joaíma,2014,1,1752,-16.652189,-41.022873
Joaíma,2015,4,1752,-16.652189,-41.022873
Joaíma,2017,1,1752,-16.652189,-41.022873
Joaíma,2018,2,1752,-16.652189,-41.022873
Joaíma,2019,3,1752,-16.652189,-41.022873
Joaíma,2020,3,1752,-16.652189,-41.022873
Joaíma,2021,5,1752,-16.652189,-41.022873
Joaíma,2022,1,1752,-16.652189,-41.022873
Joaíma,2023,2,1752,-16.652189,-41.022873
Jordânia,2010,2,1757,-15.900924,-40.184051
Jordânia,2011,1,1757,-15.900924,-40.184051
Jordânia,2012,3,1757,-15.900924,-40.184051
Jordânia,2014,2,1757,-15.900924,-40.184051
Jordânia,2016,2,1757,-15.900924,-40.184051
Jordânia,2019,4,1757,-15.900924,-40.184051
Jordânia,2020,2,1757,-15.900924,-40.184051
Jordânia,2023,1,1757,-15.900924,-40.184051
Josenópolis,2016,1,1759,-16.541697,-42.515056
Josenópolis,2018,1,1759,-16.541697,-42.515056
Josenópolis,2020,1,1759,-16.541697,-42.515056
José Gonçalves de Minas,2010,1,1758,-16.905329,-42.601384
José Gonçalves de Minas,2011,2,1758,-16.905329,-42.601384
José Gonçalves de Minas,2012,1,1758,-16.905329,-42.601384
José Gonçalves de Minas,2013,4,1758,-16.905329,-42.601384
José Gonçalves de Minas,2018,1,1758,-16.905329,-42.601384
José Gonçalves de Minas,2022,1,1758,-16.905329,-42.601384
José Raydan,2011,3,1760,-18.219505,-42.494643
José Raydan,2017,1,1760,-18.219505,-42.494643
João Monlevade,2010,27,1754,-19.812646,-43.173463
João Monlevade,2011,17,1754,-19.812646,-43.173463
João Monlevade,2012,26,1754,-19.812646,-43.173463
João Monlevade,2013,15,1754,-19.812646,-43.173463
João Monlevade,2014,17,1754,-19.812646,-43.173463
João Monlevade,2015,18,1754,-19.812646,-43.173463
João Monlevade,2016,13,1754,-19.812646,-43.173463
João Monlevade,2017,17,1754,-19.812646,-43.173463
João Monlevade,2018,11,1754,-19.812646,-43.173463
João Monlevade,2019,9,1754,-19.812646,-43.173463
João Monlevade,2020,13,1754,-19.812646,-43.173463
João Monlevade,2021,19,1754,-19.812646,-43.173463
João Monlevade,2022,11,1754,-19.812646,-43.173463
João Monlevade,2023,11,1754,-19.812646,-43.173463
João Pinheiro,2010,14,1755,-17.739768,-46.17154
João Pinheiro,2011,15,1755,-17.739768,-46.17154
João Pinheiro,2012,10,1755,-17.739768,-46.17154
João Pinheiro,2013,11,1755,-17.739768,-46.17154
João Pinheiro,2014,15,1755,-17.739768,-46.17154
João Pinheiro,2015,10,1755,-17.739768,-46.17154
João Pinheiro,2016,11,1755,-17.739768,-46.17154
João Pinheiro,2017,13,1755,-17.739768,-46.17154
João Pinheiro,2018,21,1755,-17.739768,-46.17154
João Pinheiro,2019,18,1755,-17.739768,-46.17154
João Pinheiro,2020,15,1755,-17.739768,-46.17154
João Pinheiro,2021,15,1755,-17.739768,-46.17154
João Pinheiro,2022,20,1755,-17.739768,-46.17154
João Pinheiro,2023,11,1755,-17.739768,-46.17154
Juatuba,2010,10,1761,-19.94484,-44.34505
Juatuba,2011,6,1761,-19.94484,-44.34505
Juatuba,2012,9,1761,-19.94484,-44.34505
Juatuba,2013,7,1761,-19.94484,-44.34505
Juatuba,2014,5,1761,-19.94484,-44.34505
Juatuba,2015,3,1761,-19.94484,-44.34505
Juatuba,2016,6,1761,-19.94484,-44.34505
Juatuba,2017,9,1761,-19.94484,-44.34505
Juatuba,2018,2,1761,-19.94484,-44.34505
Juatuba,2019,5,1761,-19.94484,-44.34505
Juatuba,2020,3,1761,-19.94484,-44.34505
Juatuba,2021,5,1761,-19.94484,-44.34505
Juatuba,2022,8,1761,-19.94484,-44.34505
Juatuba,2023,3,1761,-19.94484,-44.34505
Juiz de Fora,2010,76,1762,-21.75952,-43.339759
Juiz de Fora,2011,101,1762,-21.75952,-43.339759
Juiz de Fora,2012,83,1762,-21.75952,-43.339759
Juiz de Fora,2013,109,1762,-21.75952,-43.339759
Juiz de Fora,2014,98,1762,-21.75952,-43.339759
Juiz de Fora,2015,115,1762,-21.75952,-43.339759
Juiz de Fora,2016,76,1762,-21.75952,-43.339759
Juiz de Fora,2017,90,1762,-21.75952,-43.339759
Juiz de Fora,2018,81,1762,-21.75952,-43.339759
Juiz de Fora,2019,75,1762,-21.75952,-43.339759
Juiz de Fora,2020,67,1762,-21.75952,-43.339759
Juiz de Fora,2021,75,1762,-21.75952,-43.339759
Juiz de Fora,2022,59,1762,-21.75952,-43.339759
Juiz de Fora,2023,59,1762,-21.75952,-43.339759
Juiz de Fora,2024,1,1762,-21.75952,-43.339759
Juramento,2011,1,1763,-16.847322,-43.586457
Juramento,2012,3,1763,-16.847322,-43.586457
Juramento,2013,1,1763,-16.847322,-43.586457
Juramento,2014,2,1763,-16.847322,-43.586457
Juramento,2015,1,1763,-16.847322,-43.586457
Juramento,2016,1,1763,-16.847322,-43.586457
Juramento,2017,1,1763,-16.847322,-43.586457
Juramento,2018,1,1763,-16.847322,-43.586457
Juramento,2019,1,1763,-16.847322,-43.586457
Juramento,2022,1,1763,-16.847322,-43.586457
Juramento,2023,2,1763,-16.847322,-43.586457
Juruaia,2011,4,1764,-21.24931,-46.573541
Juruaia,2012,1,1764,-21.24931,-46.573541
Juruaia,2013,1,1764,-21.24931,-46.573541
Juruaia,2014,1,1764,-21.24931,-46.573541
Juruaia,2015,1,1764,-21.24931,-46.573541
Juruaia,2018,1,1764,-21.24931,-46.573541
Juruaia,2020,1,1764,-21.24931,-46.573541
Juruaia,2021,1,1764,-21.24931,-46.573541
Juvenília,2013,1,1765,-14.266238,-44.159656
Juvenília,2015,1,1765,-14.266238,-44.159656
Juvenília,2017,3,1765,-14.266238,-44.159656
Juvenília,2018,1,1765,-14.266238,-44.159656
Juvenília,2019,2,1765,-14.266238,-44.159656
Juvenília,2021,1,1765,-14.266238,-44.159656
Juvenília,2023,1,1765,-14.266238,-44.159656
Ladainha,2010,3,1766,-17.627886,-41.748824
Ladainha,2011,1,1766,-17.627886,-41.748824
Ladainha,2012,2,1766,-17.627886,-41.748824
Ladainha,2013,5,1766,-17.627886,-41.748824
Ladainha,2014,2,1766,-17.627886,-41.748824
Ladainha,2015,1,1766,-17.627886,-41.748824
Ladainha,2016,2,1766,-17.627886,-41.748824
Ladainha,2018,1,1766,-17.627886,-41.748824
Ladainha,2019,4,1766,-17.627886,-41.748824
Ladainha,2020,2,1766,-17.627886,-41.748824
Ladainha,2021,1,1766,-17.627886,-41.748824
Ladainha,2022,1,1766,-17.627886,-41.748824
Lagamar,2010,1,1767,-18.175918,-46.806343
Lagamar,2011,5,1767,-18.175918,-46.806343
Lagamar,2012,4,1767,-18.175918,-46.806343
Lagamar,2013,2,1767,-18.175918,-46.806343
Lagamar,2014,1,1767,-18.175918,-46.806343
Lagamar,2016,1,1767,-18.175918,-46.806343
Lagamar,2017,2,1767,-18.175918,-46.806343
Lagamar,2018,2,1767,-18.175918,-46.806343
Lagamar,2020,3,1767,-18.175918,-46.806343
Lagamar,2021,1,1767,-18.175918,-46.806343
Lagamar,2022,2,1767,-18.175918,-46.806343
Lagamar,2023,2,1767,-18.175918,-46.806343
Lagoa Dourada,2010,2,1770,-20.913858,-44.079717
Lagoa Dourada,2011,1,1770,-20.913858,-44.079717
Lagoa Dourada,2012,4,1770,-20.913858,-44.079717
Lagoa Dourada,2013,1,1770,-20.913858,-44.079717
Lagoa Dourada,2014,2,1770,-20.913858,-44.079717
Lagoa Dourada,2015,2,1770,-20.913858,-44.079717
Lagoa Dourada,2016,1,1770,-20.913858,-44.079717
Lagoa Dourada,2017,6,1770,-20.913858,-44.079717
Lagoa Dourada,2018,3,1770,-20.913858,-44.079717
Lagoa Dourada,2019,2,1770,-20.913858,-44.079717
Lagoa Dourada,2020,1,1770,-20.913858,-44.079717
Lagoa Dourada,2021,1,1770,-20.913858,-44.079717
Lagoa Dourada,2022,3,1770,-20.913858,-44.079717
Lagoa Formosa,2010,5,1771,-18.771489,-46.401236
Lagoa Formosa,2011,2,1771,-18.771489,-46.401236
Lagoa Formosa,2012,10,1771,-18.771489,-46.401236
Lagoa Formosa,2013,3,1771,-18.771489,-46.401236
Lagoa Formosa,2015,2,1771,-18.771489,-46.401236
Lagoa Formosa,2016,3,1771,-18.771489,-46.401236
Lagoa Formosa,2018,2,1771,-18.771489,-46.401236
Lagoa Formosa,2019,4,1771,-18.771489,-46.401236
Lagoa Formosa,2020,3,1771,-18.771489,-46.401236
Lagoa Formosa,2021,2,1771,-18.771489,-46.401236
Lagoa Formosa,2022,5,1771,-18.771489,-46.401236
Lagoa Grande,2011,2,1772,-17.832265,-46.516519
Lagoa Grande,2012,6,1772,-17.832265,-46.516519
Lagoa Grande,2013,12,1772,-17.832265,-46.516519
Lagoa Grande,2014,6,1772,-17.832265,-46.516519
Lagoa Grande,2015,5,1772,-17.832265,-46.516519
Lagoa Grande,2016,1,1772,-17.832265,-46.516519
Lagoa Grande,2017,4,1772,-17.832265,-46.516519
Lagoa Grande,2018,13,1772,-17.832265,-46.516519
Lagoa Grande,2019,8,1772,-17.832265,-46.516519
Lagoa Grande,2020,4,1772,-17.832265,-46.516519
Lagoa Grande,2021,1,1772,-17.832265,-46.516519
Lagoa Grande,2022,5,1772,-17.832265,-46.516519
Lagoa Grande,2023,6,1772,-17.832265,-46.516519
Lagoa Santa,2010,1,1773,-19.63967,-43.893216
Lagoa Santa,2011,5,1773,-19.63967,-43.893216
Lagoa Santa,2012,1,1773,-19.63967,-43.893216
Lagoa Santa,2020,3,1773,-19.63967,-43.893216
Lagoa Santa,2023,3,1773,-19.63967,-43.893216
Lagoa da Prata,2010,7,1768,-20.023728,-45.540149
Lagoa da Prata,2011,9,1768,-20.023728,-45.540149
Lagoa da Prata,2012,6,1768,-20.023728,-45.540149
Lagoa da Prata,2013,5,1768,-20.023728,-45.540149
Lagoa da Prata,2014,9,1768,-20.023728,-45.540149
Lagoa da Prata,2015,11,1768,-20.023728,-45.540149
Lagoa da Prata,2016,13,1768,-20.023728,-45.540149
Lagoa da Prata,2017,7,1768,-20.023728,-45.540149
Lagoa da Prata,2018,8,1768,-20.023728,-45.540149
Lagoa da Prata,2019,1,1768,-20.023728,-45.540149
Lagoa da Prata,2020,1,1768,-20.023728,-45.540149
Lagoa da Prata,2021,5,1768,-20.023728,-45.540149
Lagoa da Prata,2022,6,1768,-20.023728,-45.540149
Lagoa da Prata,2023,4,1768,-20.023728,-45.540149
Lagoa dos Patos,2010,4,1769,-16.977954,-44.575374
Lagoa dos Patos,2013,1,1769,-16.977954,-44.575374
Lagoa dos Patos,2015,1,1769,-16.977954,-44.575374
Lagoa dos Patos,2021,1,1769,-16.977954,-44.575374
Lajinha,2010,1,1774,-20.153941,-41.622818
Lajinha,2011,3,1774,-20.153941,-41.622818
Lajinha,2012,4,1774,-20.153941,-41.622818
Lajinha,2013,6,1774,-20.153941,-41.622818
Lajinha,2014,3,1774,-20.153941,-41.622818
Lajinha,2015,4,1774,-20.153941,-41.622818
Lajinha,2016,2,1774,-20.153941,-41.622818
Lajinha,2017,3,1774,-20.153941,-41.622818
Lajinha,2018,2,1774,-20.153941,-41.622818
Lajinha,2019,2,1774,-20.153941,-41.622818
Lajinha,2020,2,1774,-20.153941,-41.622818
Lajinha,2021,3,1774,-20.153941,-41.622818
Lajinha,2022,2,1774,-20.153941,-41.622818
Lajinha,2023,3,1774,-20.153941,-41.622818
Lambari,2010,2,1775,-21.967088,-45.349822
Lambari,2011,3,1775,-21.967088,-45.349822
Lambari,2012,5,1775,-21.967088,-45.349822
Lambari,2013,5,1775,-21.967088,-45.349822
Lambari,2014,3,1775,-21.967088,-45.349822
Lambari,2015,3,1775,-21.967088,-45.349822
Lambari,2016,3,1775,-21.967088,-45.349822
Lambari,2017,1,1775,-21.967088,-45.349822
Lambari,2018,3,1775,-21.967088,-45.349822
Lambari,2019,6,1775,-21.967088,-45.349822
Lambari,2020,3,1775,-21.967088,-45.349822
Lambari,2021,5,1775,-21.967088,-45.349822
Lambari,2022,3,1775,-21.967088,-45.349822
Lambari,2023,2,1775,-21.967088,-45.349822
Lamim,2015,1,1776,-20.789999,-43.470615
Lamim,2017,1,1776,-20.789999,-43.470615
Laranjal,2012,1,1777,-21.371478,-42.473151
Laranjal,2013,1,1777,-21.371478,-42.473151
Laranjal,2014,2,1777,-21.371478,-42.473151
Laranjal,2015,1,1777,-21.371478,-42.473151
Laranjal,2017,2,1777,-21.371478,-42.473151
Laranjal,2018,3,1777,-21.371478,-42.473151
Laranjal,2021,1,1777,-21.371478,-42.473151
Laranjal,2022,1,1777,-21.371478,-42.473151
Laranjal,2023,1,1777,-21.371478,-42.473151
Lassance,2010,1,1778,-17.88698,-44.573491
Lassance,2011,1,1778,-17.88698,-44.573491
Lassance,2012,6,1778,-17.88698,-44.573491
Lassance,2013,2,1778,-17.88698,-44.573491
Lassance,2014,3,1778,-17.88698,-44.573491
Lassance,2017,7,1778,-17.88698,-44.573491
Lassance,2018,1,1778,-17.88698,-44.573491
Lassance,2019,1,1778,-17.88698,-44.573491
Lassance,2020,4,1778,-17.88698,-44.573491
Lassance,2021,2,1778,-17.88698,-44.573491
Lassance,2022,1,1778,-17.88698,-44.573491
Lassance,2023,1,1778,-17.88698,-44.573491
Lavras,2010,35,1779,-21.248002,-45.000949
Lavras,2011,46,1779,-21.248002,-45.000949
Lavras,2012,27,1779,-21.248002,-45.000949
Lavras,2013,22,1779,-21.248002,-45.000949
Lavras,2014,24,1779,-21.248002,-45.000949
Lavras,2015,24,1779,-21.248002,-45.000949
Lavras,2016,25,1779,-21.248002,-45.000949
Lavras,2017,11,1779,-21.248002,-45.000949
Lavras,2018,26,1779,-21.248002,-45.000949
Lavras,2019,19,1779,-21.248002,-45.000949
Lavras,2020,14,1779,-21.248002,-45.000949
Lavras,2021,22,1779,-21.248002,-45.000949
Lavras,2022,20,1779,-21.248002,-45.000949
Lavras,2023,19,1779,-21.248002,-45.000949
Leandro Ferreira,2013,1,1780,-19.719307,-45.027855
Leandro Ferreira,2014,1,1780,-19.719307,-45.027855
Leandro Ferreira,2019,1,1780,-19.719307,-45.027855
Leme do Prado,2010,1,1781,-17.079273,-42.69357
Leme do Prado,2014,1,1781,-17.079273,-42.69357
Leme do Prado,2020,2,1781,-17.079273,-42.69357
Leopoldina,2010,6,1782,-21.52963,-42.642123
Leopoldina,2012,2,1782,-21.52963,-42.642123
Leopoldina,2013,5,1782,-21.52963,-42.642123
Leopoldina,2014,16,1782,-21.52963,-42.642123
Leopoldina,2015,18,1782,-21.52963,-42.642123
Leopoldina,2016,20,1782,-21.52963,-42.642123
Leopoldina,2017,25,1782,-21.52963,-42.642123
Leopoldina,2018,14,1782,-21.52963,-42.642123
Leopoldina,2019,14,1782,-21.52963,-42.642123
Leopoldina,2020,8,1782,-21.52963,-42.642123
Leopoldina,2021,18,1782,-21.52963,-42.642123
Leopoldina,2022,14,1782,-21.52963,-42.642123
Leopoldina,2023,10,1782,-21.52963,-42.642123
Liberdade,2010,1,1783,-22.027491,-44.320752
Liberdade,2012,3,1783,-22.027491,-44.320752
Liberdade,2013,1,1783,-22.027491,-44.320752
Liberdade,2014,1,1783,-22.027491,-44.320752
Liberdade,2017,1,1783,-22.027491,-44.320752
Liberdade,2018,2,1783,-22.027491,-44.320752
Liberdade,2019,2,1783,-22.027491,-44.320752
Liberdade,2021,2,1783,-22.027491,-44.320752
Liberdade,2022,1,1783,-22.027491,-44.320752
Lima Duarte,2010,2,1784,-21.838597,-43.793412
Lima Duarte,2011,2,1784,-21.838597,-43.793412
Lima Duarte,2012,4,1784,-21.838597,-43.793412
Lima Duarte,2013,2,1784,-21.838597,-43.793412
Lima Duarte,2014,1,1784,-21.838597,-43.793412
Lima Duarte,2015,4,1784,-21.838597,-43.793412
Lima Duarte,2016,3,1784,-21.838597,-43.793412
Lima Duarte,2017,3,1784,-21.838597,-43.793412
Lima Duarte,2018,6,1784,-21.838597,-43.793412
Lima Duarte,2019,2,1784,-21.838597,-43.793412
Lima Duarte,2020,4,1784,-21.838597,-43.793412
Lima Duarte,2021,5,1784,-21.838597,-43.793412
Lima Duarte,2022,2,1784,-21.838597,-43.793412
Lima Duarte,2023,1,1784,-21.838597,-43.793412
Limeira do Oeste,2010,2,1785,-19.551212,-50.581489
Limeira do Oeste,2011,2,1785,-19.551212,-50.581489
Limeira do Oeste,2012,1,1785,-19.551212,-50.581489
Limeira do Oeste,2013,2,1785,-19.551212,-50.581489
Limeira do Oeste,2015,1,1785,-19.551212,-50.581489
Limeira do Oeste,2016,1,1785,-19.551212,-50.581489
Limeira do Oeste,2019,2,1785,-19.551212,-50.581489
Limeira do Oeste,2020,1,1785,-19.551212,-50.581489
Limeira do Oeste,2021,1,1785,-19.551212,-50.581489
Limeira do Oeste,2023,1,1785,-19.551212,-50.581489
Lontra,2010,1,1786,-15.901295,-44.306037
Lontra,2011,1,1786,-15.901295,-44.306037
Lontra,2013,1,1786,-15.901295,-44.306037
Lontra,2014,1,1786,-15.901295,-44.306037
Lontra,2015,2,1786,-15.901295,-44.306037
Lontra,2016,5,1786,-15.901295,-44.306037
Lontra,2017,1,1786,-15.901295,-44.306037
Lontra,2023,3,1786,-15.901295,-44.306037
Luisburgo,2021,1,1787,-20.446753,-42.097642
Luislândia,2012,1,1788,-16.109483,-44.588579
Luislândia,2017,1,1788,-16.109483,-44.588579
Luislândia,2022,1,1788,-16.109483,-44.588579
Luminárias,2013,1,1789,-21.514485,-44.903384
Luminárias,2014,1,1789,-21.514485,-44.903384
Luminárias,2017,1,1789,-21.514485,-44.903384
Luminárias,2018,1,1789,-21.514485,-44.903384
Luminárias,2020,1,1789,-21.514485,-44.903384
Luz,2010,8,1790,-19.791085,-45.679444
Luz,2011,16,1790,-19.791085,-45.679444
Luz,2012,23,1790,-19.791085,-45.679444
Luz,2013,24,1790,-19.791085,-45.679444
Luz,2014,22,1790,-19.791085,-45.679444
Luz,2015,8,1790,-19.791085,-45.679444
Luz,2016,16,1790,-19.791085,-45.679444
Luz,2017,14,1790,-19.791085,-45.679444
Luz,2018,9,1790,-19.791085,-45.679444
Luz,2019,4,1790,-19.791085,-45.679444
Luz,2020,11,1790,-19.791085,-45.679444
Luz,2021,10,1790,-19.791085,-45.679444
Luz,2022,4,1790,-19.791085,-45.679444
Luz,2023,5,1790,-19.791085,-45.679444
Machacalis,2010,1,1791,-17.072273,-40.724476
Machacalis,2011,2,1791,-17.072273,-40.724476
Machacalis,2012,1,1791,-17.072273,-40.724476
Machacalis,2013,2,1791,-17.072273,-40.724476
Machacalis,2014,2,1791,-17.072273,-40.724476
Machacalis,2015,2,1791,-17.072273,-40.724476
Machacalis,2017,1,1791,-17.072273,-40.724476
Machacalis,2018,1,1791,-17.072273,-40.724476
Machacalis,2020,3,1791,-17.072273,-40.724476
Machacalis,2021,1,1791,-17.072273,-40.724476
Machacalis,2022,3,1791,-17.072273,-40.724476
Machado,2010,6,1792,-21.677757,-45.921855
Machado,2011,12,1792,-21.677757,-45.921855
Machado,2012,7,1792,-21.677757,-45.921855
Machado,2013,1,1792,-21.677757,-45.921855
Machado,2014,9,1792,-21.677757,-45.921855
Machado,2015,11,1792,-21.677757,-45.921855
Machado,2016,9,1792,-21.677757,-45.921855
Machado,2017,7,1792,-21.677757,-45.921855
Machado,2018,6,1792,-21.677757,-45.921855
Machado,2019,8,1792,-21.677757,-45.921855
Machado,2020,4,1792,-21.677757,-45.921855
Machado,2021,5,1792,-21.677757,-45.921855
Machado,2022,4,1792,-21.677757,-45.921855
Machado,2023,9,1792,-21.677757,-45.921855
Madre de Deus de Minas,2011,5,1793,-21.483017,-44.32873
Madre de Deus de Minas,2012,4,1793,-21.483017,-44.32873
Madre de Deus de Minas,2013,1,1793,-21.483017,-44.32873
Madre de Deus de Minas,2014,1,1793,-21.483017,-44.32873
Madre de Deus de Minas,2015,1,1793,-21.483017,-44.32873
Madre de Deus de Minas,2017,1,1793,-21.483017,-44.32873
Madre de Deus de Minas,2018,2,1793,-21.483017,-44.32873
Madre de Deus de Minas,2020,1,1793,-21.483017,-44.32873
Madre de Deus de Minas,2022,3,1793,-21.483017,-44.32873
Madre de Deus de Minas,2023,1,1793,-21.483017,-44.32873
Malacacheta,2010,2,1794,-17.845647,-42.076907
Malacacheta,2011,3,1794,-17.845647,-42.076907
Malacacheta,2013,1,1794,-17.845647,-42.076907
Malacacheta,2014,5,1794,-17.845647,-42.076907
Malacacheta,2015,2,1794,-17.845647,-42.076907
Malacacheta,2016,2,1794,-17.845647,-42.076907
Malacacheta,2017,5,1794,-17.845647,-42.076907
Malacacheta,2018,10,1794,-17.845647,-42.076907
Malacacheta,2019,3,1794,-17.845647,-42.076907
Malacacheta,2020,5,1794,-17.845647,-42.076907
Malacacheta,2021,3,1794,-17.845647,-42.076907
Malacacheta,2022,4,1794,-17.845647,-42.076907
Malacacheta,2023,2,1794,-17.845647,-42.076907
Mamonas,2012,1,1795,-15.047941,-42.946858
Mamonas,2017,1,1795,-15.047941,-42.946858
Mamonas,2020,1,1795,-15.047941,-42.946858
Manga,2010,1,1796,-14.752892,-43.939053
Manga,2011,2,1796,-14.752892,-43.939053
Manga,2012,3,1796,-14.752892,-43.939053
Manga,2013,6,1796,-14.752892,-43.939053
Manga,2014,3,1796,-14.752892,-43.939053
Manga,2015,3,1796,-14.752892,-43.939053
Manga,2016,2,1796,-14.752892,-43.939053
Manga,2017,2,1796,-14.752892,-43.939053
Manga,2018,2,1796,-14.752892,-43.939053
Manga,2019,1,1796,-14.752892,-43.939053
Manga,2020,1,1796,-14.752892,-43.939053
Manga,2021,1,1796,-14.752892,-43.939053
Manga,2022,2,1796,-14.752892,-43.939053
Manga,2023,2,1796,-14.752892,-43.939053
Manhuaçu,2010,49,1797,-20.257226,-42.027987
Manhuaçu,2011,58,1797,-20.257226,-42.027987
